citeKey,filename,sourceNo,path,sourceFilePath_rel,species,genus,source_UUID,filename_drop,max_split_drop,specimenID_old,shotNo,specimenNo,view,microscopicTechnic,lens,DPI,institution,contributor,origin,digitizedDate,area_x_mm,area_y_mm,pixelSize_um_per_pixel,numericalAperature_NA,GPS_Alt,GPS_Lat,GPS_Long,sourceStoredLocally,institutionCode,samplingPoint,pixel_x,pixel_y,family,japName,specimenNo_old,order_old,section_drop,subgenus_drop,anatomy1_DS04,anatomy2_DS04,otherNo_drop,prepNo_drop,subspecies_drop,individuals_drop,n_individuals_drop,totalNumberShots,woodType,name_drop,todo_lens,filename_old,source_drop,todo_bitdepth_old,engName_old,_version_old,contributor_old,institution_old,view_old,raw_UUID
unknown,,DS11,,,VitexDoniana,Vitex,43566,,,,1.0,3,RLS,,,600,"Royal Museum of Central Africa, Belgium",Hans Beeckman,,,unclear,unclear,,unknown,unknown,unknown,unknown,0,RMCA,,,,Lamiaceae,,Tw 22620,,,,,,,,,,,,Modern Hardwood,LAMIACEAE Vitex doniana,unknown,Tw_22620_ra_unk.tif,B & W negative,8-bit grayscale,"EVINO,BLACK PLUM,WEST AFRICAN PLUM,MFUU",1.8231847018834166e+18,Hans Beeckman,"Royal Museum of Central Africa, Belgium",radial section,r_VlcnAh
unknown,,DS11,,,PageGroupIii.b2,Page,44692,,,,3.0,4,TS,,,2400,"North Carolina State University, USA",Elisabeth Wheeler,,2007-12-17T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Family?,,CASG 60128,,,,,,,,,,,,Fossil Hardwood,FAMILY? Page Group III.B2,004,CASG_60128_xc_004.tif,Color digital original,24-bit color,,1.8220975439573156e+18,Elisabeth Wheeler,North Carolina State University,cross section,r_wSgRZ7
unknown,,DS11,,,TilioideaeTiliaPubescens,Tilioideae,45863,,,,1.0,1,TS,,,2400,"North Carolina State University, USA",Elisabeth Wheeler,,2010-01-27T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Malvaceae,,Hw 3206,,,,,,,,,,,,Modern Hardwood,MALVACEAE TILIOIDEAE Tilia pubescens,004,Hw_3206_xa_004.tif,Color digital original,24-bit color,,1.8220975445612954e+18,Elisabeth Wheeler,North Carolina State University,cross section,r_bOJgO2
unknown,,DS11,,,TrattinnickiaRhoifolia,Trattinnickia,46840,,,,2.0,2,TLS,,,300,"Tropenbos International, The Netherlands",Pierre Détienne; Regis Miller,,2010-04-22T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,Tropen,,,,Burseraceae,,CTFTw 16701,,,,,,,,,,,,Modern Hardwood,BURSERACEAE Trattinnickia rhoifolia,unknown,CTFTw_16701_ta_unknown.tif,4 x 5 inch B&W Print,8-bit grayscale,,1.8231846984986132e+18,Pierre Détienne and Regis Miller,Tropenbos,tangential section,r_Gq1IQD
unknown,,DS11,,,PerseaBorbonia,Persea,47850,,,,6.0,1,TLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2011-01-15T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Lauraceae,,BWCw 8771,,,,,,,,,,,,Modern Hardwood,LAURACEAE Persea borbonia,010,BWCw_8771_ta_010.tif,Color digital original,24-bit color,REDBAY,1.8231846985478963e+18,Elisabeth Wheeler,North Carolina State University,tangential section,r_GsJBHd
unknown,,DS11,,,MalvoideaeThespesiaPopulnea,Malvoideae,48827,,,,8.0,1,RLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2011-09-10T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Malvaceae,,BWCw 8770,,,,,,,,,,,,Modern Hardwood,MALVACEAE MALVOIDEAE Thespesia populnea,020,BWCw_8770_ra_020.tif,Color digital original,24-bit color,"MILO,SEYCHELLES ROSEWOOD,PACIFIC ROSEWOOD",1.823184698583548e+18,Elisabeth Wheeler,North Carolina State University,radial section,r_kkEoNA
unknown,,DS11,,,ChilopsisLinearis,Chilopsis,49873,,,,7.0,4,TS,,,300,"Departamento de Botanica, Universidade de São Paulo, Brazil",Marcelo R. Pace,,2012-05-01T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,USP,,,,Bignoniaceae,,Kw 471,,,,,,,,,,,,Modern Hardwood,BIGNONIACEAE Chilopsis linearis,005,Kw_471_xa_005.tif,Color digital original,24-bit color,DESERT WILLOW,1.8220975444564378e+18,Marcelo R. Pace,"Departamento de Botanica, Universidade de São Paulo",cross section,r_10X8iT
unknown,,DS11,,,TecomaStans,Tecoma,50732,,,,11.0,4,TS,,,300,"Departamento de Botanica, Universidade de São Paulo, Brazil",Marcelo R. Pace,,2012-05-01T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,USP,,,,Bignoniaceae,,Kw 375,,,,,,,,,,,,Modern Hardwood,BIGNONIACEAE Tecoma stans,005,Kw_375_xc_005.tif,Color digital original,24-bit color,YELLOW BELLS,1.8220975445812183e+18,Marcelo R. Pace,"Departamento de Botanica, Universidade de São Paulo",cross section,r_1emlp3
unknown,,DS11,,,ClerodendrumLaxiflorum,Clerodendrum,51625,,,,3.0,1,TS,,,1200,"CIRAD, Montpellier, France",Pierre Détienne,,2014-05-12T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,CIRAD,,,,Lamiaceae,,CTFTw 9845,,,,,,,,,,,,Modern Hardwood,LAMIACEAE Clerodendrum laxiflorum,x25,CTFTw_9845_xa_x25.tif,3x4 inch B&W Print,8-bit grayscale,,1.822097545148498e+18,Pierre Detienne,"CIRAD - Montpellier, France",cross section,r_UEFwoR
unknown,,DS11,,,CleistanthusOblongifolius,Cleistanthus,52554,,,,2.0,2,RLS,,,9999,"CSIRO, Australia",Jugo Ilic,,,unclear,unclear,,unknown,unknown,unknown,unknown,0,CSIRO,,,,Phyllanthaceae,,FPAw 13572,,,,,,,,,,,,Modern Hardwood,PHYLLANTHACEAE Cleistanthus oblongifolius,unknown,13572-R1.jpg,Color digital original,8-bit grayscale,,1.8231846987743887e+18,Jugo Ilic,"CSIRO, Australia",radial section,r_1h4WlB
unknown,,DS11,,,GrewioideaeGrewiaEriocarpa,Grewioideae,53424,,,,2.0,1,RLS,,,9999,"CSIRO, Australia",Jugo Ilic,,,unclear,unclear,,unknown,unknown,unknown,unknown,0,CSIRO,,,,Malvaceae,,FPAw 12164,,,,,,,,,,,,Modern Hardwood,MALVACEAE GREWIOIDEAE Grewia eriocarpa,unknown,12164-Ra.jpg,Color digital original,8-bit grayscale,,1.823184702391976e+18,Jugo Ilic,"CSIRO, Australia",radial section,r_BQDgp6
unknown,,DS11,,,ElaeocarpoxylonGhughuense,Elaeocarpoxylon,54472,,,,2.0,1,TS,,,72,"North Carolina State University, USA",Elisabeth Wheeler,,2014-12-21T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Family?,,BSIP 37373,,,,,,,,,,,,Fossil Hardwood,FAMILY? Elaeocarpoxylon ghughuense,004,BSIP_37373_xb_004.tif,Color digital original,24-bit color,,1.8220975448507023e+18,Elisabeth Wheeler,North Carolina State University,cross section,r_n0eCXH
unknown,,DS11,,,ElaeocarpusFerrugineus,Elaeocarpus,55560,,,,6.0,1,TLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2016-05-26T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Elaeocarpaceae,,BSIPw 246,,,,,,,,,,,,Modern Hardwood,ELAEOCARPACEAE Elaeocarpus ferrugineus,004,BSIPw_246_tb_004.tif,Color digital original,24-bit color,,1.8231846989201408e+18,Elisabeth Wheeler,North Carolina State University,tangential section,r_1eWrA8
unknown,,DS11,,,BeilschmiediaOpposita,Beilschmiedia,57406,,,,1.0,2,TS,,,9999,"ES-SupAgro Antananarivo, Madagascar",V.M.N. Razakandraibe; A.N.A. Aritsara; T. Ramananantoandro; H. Razafimandimby,,,unclear,unclear,,unknown,unknown,unknown,unknown,0,ESSA,,,,Lauraceae,,TEF_512R56,,,,,,,,,,,,Modern Hardwood,LAURACEAE Beilschmiedia opposita,macro,TEF_512R56 - 10931SF.tif,Color digital original,24-bit color,,1.8216445649082122e+18,"V.M.N. Razakandraibe, A.N.A. Aritsara, T. Ramananantoandro, H. Razafimandimby","EAUX ET FORÊTS, École Supérieure des Sciences Agronomiques, U. dAntananarivo",cross section,r_NkmNcw
unknown,,DS11,,,BanisteriopsisMuricata,Banisteriopsis,58391,,,,3.0,1,RLS,,,9999,"Smithsonian Institution, U.S. National Museum",Marcelo R. Pace,,2017-12-07T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,USNM,,,,Malpighiaceae,,Hw Neid.20459,,,,,,,,,,,,Modern Hardwood,MALPIGHIACEAE Banisteriopsis muricata,010,Nied. 20459 rls 0007 10x.tif,Color digital original,24-bit color,,1.8231846990166098e+18,Marcelo R. Pace,U.S. National Museum (Smithsonian Institution),radial section,r_UM7RX8
unknown,,DS11,,,EntandrophragmaUtile,Entandrophragma,59492,,,,1.0,11,RLS,,,9999,"Royal Museum of Central Africa, Belgium",Hans Beeckman,,2015-07-15T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,RMCA,,,,Meliaceae,,Tw 46875,,,,,,,,,,,,Modern Hardwood,MELIACEAE Entandrophragma utile,002.5,Tw46875_R_2.5x_2.jpg,Color digital original,24-bit color,"UTILE,SIPO",1.82318470269816e+18,Hans Beeckman,"Royal Museum of Central Africa, Belgium",radial section,r_Gi3MsW
unknown,,DS11,,,MimosoideaeAlbiziaFerruginea,Mimosoideae,60486,,,,8.0,9,TS,,,9999,"Royal Museum of Central Africa, Belgium",Hans Beeckman,,2015-07-15T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,RMCA,,,,Leguminosae,,Tw 724,,,,,,,,,,,,Modern Hardwood,LEGUMINOSAE MIMOSOIDEAE Albizia ferruginea,002.5,Tw724_Tv_2.5x_2.jpg,Color digital original,24-bit color,"YATANDZA,MUCHOLE,WEST AFRICAN ALBIZIA",1.8220975453875732e+18,Hans Beeckman,"Royal Museum of Central Africa, Belgium",cross section,r_BowtNO
unknown,,DS11,,,AraucariaAngustifolia,Araucaria,61948,,,,1.0,4,TS,,,300,"International Wood Collectors Society, USA",Raimund Aichbauer,,2020-04-20T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Araucariaceae,,WUR 2078,,,,,,,,,,,,Modern Softwood,ARAUCARIACEAE Araucaria angustifolia,010,Araucaria angustifolia 0466.JPG,Color digital original,24-bit color,"PARANA PINE,PINHEIRO",1.8216445650476728e+18,Raimund Aichbauer,International Wood Collectors Society,cross section,r_IyXsYm
unknown,,DS11,,,CatalpaBignonioides,Catalpa,63063,,,,3.0,6,RLS,,,300,"International Wood Collectors Society, USA",Raimund Aichbauer,,2020-12-30T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Bignoniaceae,,WUR Studie 2 116,,,,,,,,,,,,Modern Hardwood,BIGNONIACEAE Catalpa bignonioides,010,Catalpa bignonioides 948.JPG,Color digital original,24-bit color,SOUTHERN CATALPA,1.8231846991529247e+18,Raimund Aichbauer,International Wood Collectors Society,radial section,r_KaBlf2
unknown,,DS11,,,FraxinusAmericana,Fraxinus,63934,,,,4.0,10,RLS,,,300,"International Wood Collectors Society, USA",Raimund Aichbauer,,2021-01-09T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Oleaceae,,WUR Studie 1 93,,,,,,,,,,,,Modern Hardwood,OLEACEAE Fraxinus americana,010,Fraxinus americana 1140.JPG,Color digital original,24-bit color,WHITE ASH,1.8231846992001106e+18,Raimund Aichbauer,International Wood Collectors Society,radial section,r_k5abl2
unknown,,DS11,,,NectandraGlobosa,Nectandra,64958,,,,5.0,4,RLS,,,300,"International Wood Collectors Society, USA",Raimund Aichbauer,,2021-01-21T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Lauraceae,,WUR 27 628,,,,,,,,,,,,Modern Hardwood,LAURACEAE Nectandra globosa,010,Nectandra globosa 135.JPG,Color digital original,24-bit color,,1.8231846992577823e+18,Raimund Aichbauer,International Wood Collectors Society,radial section,r_JTLLMf
unknown,,DS11,,,AstroniaHollrungii,Astronia,65938,,,,4.0,2,RLS,,,9999,"International Wood Collectors Society, USA",Raimund Aichbauer,,2020-12-24T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Melastomataceae,,RHL BW 6999,,,,,,,,,,,,Modern Hardwood,MELASTOMATACEAE Astronia hollrungii,010,Astronia hollrungii 1268.JPG,Color digital original,24-bit color,,1.8231847029330412e+18,Raimund Aichbauer,International Wood Collectors Society,radial section,r_QTJBCG
unknown,,DS11,,,ToonaSureni,Toona,66774,,,,6.0,3,TLS,,,300,"International Wood Collectors Society, USA",Raimund Aichbauer,,2018-01-28T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Meliaceae,,WUR 25 511,,,,,,,,,,,,Modern Hardwood,MELIACEAE Toona sureni,010,Toona sureni 0153.JPG,Color digital original,24-bit color,"SUREN TOON,NEW GUINEA RED CEDAR",1.8231846994003886e+18,Raimund Aichbauer,International Wood Collectors Society,tangential section,r_uoWYii
unknown,,DS11,,,SterculioideaeHeritieraSimplicifolia,Sterculioideae,67703,,,,3.0,7,RLS,,,300,"International Wood Collectors Society, USA",Raimund Aichbauer,,2021-03-24T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Malvaceae,,WUR 14 100,,,,,,,,,,,,Modern Hardwood,MALVACEAE STERCULIOIDEAE Heritiera simplicifolia,010,Heritiera simplicifolia IMG00660.JPG,Color digital original,24-bit color,,1.8231846994444288e+18,Raimund Aichbauer,International Wood Collectors Society,radial section,r_1gEnfo
unknown,,DS11,,,DrypetesAlba,Drypetes,68554,,,,4.0,1,RLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2021-05-27T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Putranjavaceae,,Wolfe 3770,,,,,,,,,,,,Modern Hardwood,PUTRANJAVACEAE Drypetes alba,020,Wolfe_3770_rb_020.tif,Color digital original,24-bit color,"CAFEÍLLO,HUESO,PALO DE VACA",1.8231847030179758e+18,Elisabeth Wheeler,North Carolina State University,radial section,r_W83axu
unknown,,DS11,,,HesperomelesObtusifolia,Hesperomeles,69504,,,,14.0,1,TS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2021-07-17T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Rosaceae,,M.Acosta.Solis 11484,,,,,,,,,,,,Modern Hardwood,ROSACEAE Hesperomeles obtusifolia,010,M.Acosta.Solis_11484_xa_010.tif,Color digital original,24-bit color,"MOTE,MOTE MOTE",1.821644565506949e+18,Elisabeth Wheeler,North Carolina State University,cross section,r_805DpW
unknown,,DS11,,,ToxicodendronSuccedaneum,Toxicodendron,70492,,,,5.0,3,RLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2021-09-25T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Anacardiaceae,,FHOw 2088,,,,,,,,,,,,Modern Hardwood,ANACARDIACEAE Toxicodendron succedaneum,020,FHOw_2088_rb_020.tif,B & W digital original,24-bit color,WAX TREE,1.8231846996038124e+18,Elisabeth Wheeler,North Carolina State University,radial section,r_puEw98
unknown,,DS11,,,QuercusStellata,Quercus,71343,,,,4.0,1,TLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2021-12-04T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Fagaceae,,BWCw 8104,,,,,,,,,,,,Modern Hardwood,FAGACEAE Quercus stellata,002,BWCw_8104_ta_002.tif,B & W digital original,24-bit color,POST OAK,1.8231846960795484e+18,Elisabeth Wheeler,North Carolina State University,tangential section,r_StiCtM
unknown,,DS11,,,CedrelaSalvadorensis,Cedrela,72383,,,,5.0,1,TS,,,9999,Universidad Nacional Autónoma de México,Marcelo R. Pace,,2021-04-14T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,UNAM,,,,Meliaceae,,MEXU 958,,,,,,,,,,,,Modern Hardwood,MELIACEAE Cedrela salvadorensis,005,MEXU958 Tehuacan L Abundiz B 14-12-93 008 5x.jpg,Color digital original,24-bit color,,1.8212821612888064e+18,Marcelo R. Pace,Universidad Nacional Autónoma de México,cross section,r_Gw2l82
unknown,,DS11,,,Uf.278Sap.type1-pith,Uf,73530,,,,12.0,1,TS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2021-12-11T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Sapindaceae,,UF.278 84882,,,,,,,,,,,,Fossil Hardwood,SAPINDACEAE UF.278 SAP.Type 1-PITH,004,UF.278_84882_xh_004.tif,B & W digital original,24-bit color,,1.8212821610245652e+18,Elisabeth Wheeler,North Carolina State University,cross section,r_sCCm8z
unknown,,DS11,,,GloeocarpusPatentivalvis,Gloeocarpus,74539,,,,7.0,2,TLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2022-06-19T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Sapindaceae,,Lw Jacobs.7614,,,,,,,,,,,,Modern Hardwood,SAPINDACEAE Gloeocarpus patentivalvis,010,Lw_Jacobs.7614_tb_010.tif,B & W digital original,24-bit color,,1.823184696404607e+18,Elisabeth Wheeler,North Carolina State University,tangential section,r_nL90DF
unknown,,DS11,,,CynanchumViminale,Cynanchum,75587,,,,1.0,1,RLS,,,9999,"Naturalis Biodiversity Center, The Netherlands",Vicky Beckers,,2022-08-30T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NBC,,,,Apocynaceae,,Tw 50942,,,,,,,,,,,,Modern Hardwood,APOCYNACEAE Cynanchum viminale,020,Cynanchum_viminale_Dechamps11562_ra_20x.jpg,Color digital original,24-bit color,,1.8231846998187704e+18,Vicky Beckers,Naturalis Biodiversity Center,radial section,r_eCSF5V
unknown,,DS11,,,JuglansMicrocarpa,Juglans,76572,,,,16.0,1,TS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2022-12-10T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Juglandaceae,,BWCw 8689,,,,,,,,,,,,Modern Hardwood,JUGLANDACEAE Juglans microcarpa,004,BWCw_8689_xb_004.tif,Color digital original,24-bit color,"TEXAS BLACK WALNUT,NOGAL",1.8216445663248384e+18,Elisabeth Wheeler,North Carolina State University,cross section,r_7J8i7q
unknown,,DS11,,,BetulaMaximowicziana,Betula,77534,,,,2.0,4,TS,,,9999,"International Wood Collectors Society, USA",J-C Cerre,,,unclear,unclear,,unknown,unknown,unknown,unknown,0,IWCS,,,,Betulaceae,,Cerre 0803,,,,,,,,,,,,Modern Hardwood,BETULACEAE Betula maximowicziana,x 100,Betula maximowicziana 0803 x 100.jpg,Color digital original,unknown,MONARCH BIRCH,1.8212821611336172e+18,J-C Cerre,International Wood Collectors Society,cross section,r_uml9KQ
unknown,,DS11,,,PapilionoideaeDalbergiaTucurensis,Papilionoideae,78400,,,,1.0,4,TS,,,9999,"National Fish and Wildlife Forensic Lab, USA",Carmen Kerr; Edgard Espinoza,,2023-05-05T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NFWFL,,,,Leguminosae,,WD171230,,,,,,,,,,,,Modern Hardwood,LEGUMINOSAE PAPILIONOIDEAE Dalbergia tucurensis,32,Dalbergia tucurensis (2) TSx32-IR.tif,Color digital original,24-bit color,,1.8212821612877578e+18,Carmen Kerr & Edgard Espinoza,National Fish and Wildlife Forensic Lab,cross section,r_9YdBGB
unknown,,DS11,,,MimosoideaeAcaciaAneura,Mimosoideae,79483,,,,4.0,4,TS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2023-12-04T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Leguminosae,,PACw 7766,,,,,,,,,,,,Modern Hardwood,LEGUMINOSAE MIMOSOIDEAE Acacia aneura,002,PACw_7766_xa_002.tif,Color digital original,24-bit color,MULGA,1.82164456733252e+18,Elisabeth Wheeler,North Carolina State University,cross section,r_XhY3wL
unknown,,DS11,,,LinderaPraecox,Lindera,80435,,,,6.0,4,TLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2024-05-01T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Lauraceae,,Root 9497,,,,,,,,,,,,Modern Hardwood,LAURACEAE Lindera praecox,020,Root_9497_ta_020.tif,Color digital original,24-bit color,,1.8231847011336847e+18,Elisabeth Wheeler,North Carolina State University,tangential section,r_J0y8mp
unknown,,DS11,,,DiospyrosLotus,Diospyros,81533,,,,5.0,1,RLS,,,300,"North Carolina State University, USA",Elisabeth Wheeler,,2024-06-29T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,NCSU,,,,Ebenaceae,,TWTw 14911,,,,,,,,,,,,Modern Hardwood,EBENACEAE Diospyros lotus,010,TWTw_14911_ra_010.tif,Color digital original,24-bit color,"DATE-PLUM,CAUCASIAN PERSIMMON",1.8231847015468237e+18,Elisabeth Wheeler,North Carolina State University,radial section,r_3QRt4V
unknown,,DS11,,,CochlospermumVitifolium,Cochlospermum,82394,,,,4.0,3,TS,,,96,Universidad Nacional Autónoma de México,Marco Alvarado; Teresa Terrazas,,2024-02-29T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,UNAM,,,,Bixaceae,,MEXU 23,,,,,,,,,,,,Modern Hardwood,BIXACEAE Cochlospermum vitifolium,004,cross sec x4-2..tif,Color digital original,24-bit color,"BUTTERCUP TREE,PORO-PORO",1.8220975442068767e+18,Marco Alvarado & Teresa Terrazas,Universidad Nacional Autónoma de México,cross section,r_Bhagmg
unknown,,DS11,,,CaesalpinioideaeAnthonothaMacrophylla,Caesalpinioideae,83213,,,,1.0,1,TS,,,4644,"Royal Museum of Central Africa, Belgium",Hans Beeckman,,2001-01-01T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,RMCA,,,,Leguminosae,,Tw7413,,,,,,,,,,,,Modern Hardwood,LEGUMINOSAE CAESALPINIOIDEAE Anthonotha macrophylla,55x,Tw7413.tif,Color digital original,unknown,,1.8212821608672788e+18,Hans Beeckman,"Royal Museum of Central Africa, Belgium",cross section,r_Kdb7CB
unknown,,DS11,,,MitragynaLedermannii,Mitragyna,84014,,,,1.0,3,TS,,,4644,"Royal Museum of Central Africa, Belgium",Hans Beeckman,,2024-01-01T00:00:00,unclear,unclear,,unknown,unknown,unknown,unknown,0,RMCA,,,,Rubiaceae,,Tw108,,,,,,,,,,,,Modern Hardwood,RUBIACEAE Mitragyna ledermannii,55x,Tw108.tif,Color digital original,unknown,BAHIA,1.8212821610853827e+18,Hans Beeckman,"Royal Museum of Central Africa, Belgium",cross section,r_CSUFK9
